SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1649446850.986059, 1.108216, -9.670480, 1.419762, 0.007627, 0.030687, -0.000292, 93.158508, -32.562469, -4.298401
1649446851.019362, 1.043124, -9.647735, 1.447145, 0.006073, 0.006038, -0.001242, 93.118790, -32.564804, -4.324020
1649446851.052738, 1.097293, -9.669732, 1.449689, -0.001393, 0.010703, -0.002909, 92.982422, -32.521835, -4.134262
1649446851.086007, 1.095198, -9.588329, 1.394024, 0.002958, -0.003439, -0.005270, 93.022430, -32.614624, -4.060562
1649446851.119340, 1.054197, -9.675119, 1.391031, -0.000967, 0.026800, -0.013875, 93.333374, -32.622421, -3.811279
1649446851.152690, 1.258303, -9.626187, 1.414824, 0.007177, -0.010096, -0.000989, 93.145828, -32.490036, -4.150192
1649446851.186004, 1.089362, -9.657312, 1.386392, 0.003108, 0.016097, -0.001883, 93.136292, -32.788147, -4.264603
1649446851.219459, 1.161786, -9.622895, 1.452682, 0.005927, 0.006719, 0.003190, 93.064209, -32.525208, -4.205490
1649446851.252671, 1.114202, -9.639804, 1.419762, 0.000521, 0.009463, 0.000957, 93.224243, -32.358505, -3.916077
1649446851.286111, 1.112406, -9.682750, 1.395221, 0.002219, 0.019165, 0.000370, 93.160553, -32.596817, -4.062622
1649446851.319343, 1.063923, -9.650728, 1.442656, -0.001521, 0.010947, 0.000924, 93.067139, -32.742508, -3.741043
1649446851.352862, 1.150264, -9.612121, 1.415871, -0.000671, -0.000064, -0.000165, 93.258423, -32.519440, -4.321854
